false,MLS Number,Address,City/Location,State Or Province,Zip,Subdivision,Area,Market Area,Original List Price,Close Price,Close Price Adj,Lot Size,SF,Prc/SF,Price Sq Ft List,Price Sq Ft Sold,Price Sq Ft Adj Sold,Close Date,Maint Fee Amt,Maint Fee Pay Schedule,YB,BR,FB,HB,DOM,CDOM,Latitude,Longitude,Tax Year,Tax Amount,Tax Rate,School District,School Elementary,School Middle,School High,Pool Private,Ownership,Property Type,Property Sub Type
false,96137656,21403 Slate Bend Drive,Hockley,Texas,77447,Bauer Lndg Sec 5,35,Hockley,"$190,895","$182,000","$182,000","5,888","1,416",$128.53,$131.28,$128.53,$128.53,03/19/2021,$360,Annually,2018,3,2,0,82,82,30.057004,-95.827789,2019,"4,489",2.96,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,19274644,20046 Crazy Horse Circle Drive,Katy,Texas,77449,Sundown Sec 02 R/P,25,Katy - North,"$195,000","$182,500","$174,932","5,980","1,930",$94.56,$101.04,$94.56,$90.64,08/03/2021,$400,Annually,1982,3,2,0,5,5,29.797128,-95.725644,2020,"3,999",2.49,30 - Katy,SUNDOWN ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,26807580,24107 Rafter Three Drive Unit#D,Hockley,Texas,77447,Ranch Country Sec 01,35,Hockley,"$185,000","$182,500","$182,500","6,300","1,723",$105.92,$107.37,$105.92,$105.92,07/28/2021,$250,Annually,1979,4,2,0,4,4,30.014916,-95.800796,2020,"3,925",2.87,55 - Waller,ROBERTS ROAD ELEMENTARY SCHOOL,WALLER JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,49393063,17311 Osprey Forest Drive,Hockley,Texas,77447,Cypresswood Trails,35,Hockley,"$198,000","$182,500","$181,600","5,005","1,466",$124.49,$135.06,$124.49,$123.87,06/14/2021,$350,Annually,2014,3,2,0,13,13,30.019077,-95.807946,2020,"4,570",2.87,55 - Waller,ROBERTS ROAD ELEMENTARY SCHOOL,WALLER JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,5471903,18319 Willow Moss Drive,Katy,Texas,77449,Autumn Run Sec 02,25,Bear Creek South,"$181,900","$183,000","$181,700","6,300","1,241",$147.46,$146.58,$147.46,$13.70,07/20/2021,$440,Annually,1998,3,2,0,4,4,29.871935,-95.688965,2020,"3,770",2.66,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,Full Ownership,Free Standing,
false,63539106,20206 Twilight Canyon Road,Katy,Texas,77449,SUNDOWN GLEN,25,Katy - North,"$183,000","$183,000","$183,000","4,913","1,520",$120.39,$120.39,$120.39,$120.39,03/26/2021,$425,Annually,1998,0,2,0,3,3,29.810576,-95.725231,,,,30 - Katy,STEPHENS ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,Full Ownership,Free Standing,
false,61924736,6105 Settlers Square Lane,Katy,Texas,77449,Lakeville Sec 1,25,Bear Creek South,"$179,900","$183,000","$181,597","3,970","1,620",$112.96,$111.72,$112.96,$112.10,04/14/2021,$569,Annually,2003,3,2,1,6*,63,29.865889,-95.728521,2020,"4,359",2.90,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,93331558,18303 Forest Dew Drive,Katy,Texas,77449,Autumn Run Sec 02,25,Bear Creek South,"$190,000","$183,500","$183,500","10,948","2,260",$81.19,$75.88,$81.19,$81.19,01/25/2021,$500,Annually,2000,4,2,1,260,260,29.871095,-95.687410,2019,"5,217",2.71,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,,Free Standing,
false,45285115,22019 Westland Creek,Katy,Texas,77449,Westland Creek Village Sec 01,25,Katy - North,"$184,000","$184,000","$184,000","6,405","1,202",$153.08,$153.08,$153.08,$153.08,11/01/2021,$455,Annually,1983,3,1,0,8,8,29.818468,-95.754171,2020,"4,110",2.88,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,40658770,2707 Center Street,Waller,Texas,77445,Waller-College Add,26,Waller,"$179,900","$184,100","$182,000",,"1,278",$144.05,$146.32,$144.05,$142.41,10/27/2021,,,2021,3,2,0,27,27,30.062793,-95.929075,2020,,2.63,55 - Waller,,WALLER JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,Full Ownership,Free Standing,
false,29194452,22603 Powell House Lane,Katy,Texas,77449,Williamsburg Colony Sec 04,25,Katy - North,"$180,000","$184,233","$184,233","9,749","1,365",$134.97,$131.87,$134.97,$134.97,11/17/2021,$475,Annually,1983,3,2,0,8,8,29.809902,-95.764649,,,,30 - Katy,WINBORN ELEMENTARY SCHOOL,MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,76297551,19235 Cypress Canyon Drive,Katy,Texas,77449,Cypress Meadow 01 R P,25,Bear Creek South,"$185,000","$185,000","$180,000","4,950",963,$192.11,$192.11,$192.11,$186.92,09/16/2021,$350,Annually,1981,3,1,1,3,3,29.837185,-95.705289,2020,"3,415",2.88,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,50488774,18339 Santolina Lane,Katy,Texas,77449,Autumn Run Sec 1 & Pt Rp,25,Bear Creek South,"$195,000","$185,000","$185,000","7,035","1,418",$130.47,$137.52,$130.47,$130.47,10/29/2021,,,1983,3,2,0,27,27,29.877586,-95.689343,2020,"3,218",2.66,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,,Free Standing,
false,37373048,24303 Beef Canyon Drive,Hockley,Texas,77447,Ranch Country Sec 02,35,Hockley,"$170,000","$185,000","$185,000","6,300","1,400",$132.14,$121.43,$132.14,$132.14,09/21/2021,$300,Annually,1979,3,2,0,4,4,30.022359,-95.804141,2020,"3,651",2.87,55 - Waller,ROBERTS ROAD ELEMENTARY SCHOOL,WALLER JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,35225544,2023 Crosscoach Lane,Katy,Texas,77449,Westgreen Sec 01,25,Katy - North,"$200,000","$185,000","$185,000","6,300","1,588",$116.50,$125.94,$116.50,$116.50,08/27/2021,$400,Annually,1980,3,2,0,8,8,29.797394,-95.733965,2020,"3,369",2.42,30 - Katy,SUNDOWN ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,Full Ownership,Free Standing,
false,71303916,5023 Royal Cypress Drive,Katy,Texas,77449,Cypress Place,25,Bear Creek South,"$185,000","$185,000","$185,000","5,040","1,515",$122.11,$122.11,$122.11,$122.11,08/26/2021,$321,Annually,2005,3,2,1,9,9,29.847183,-95.709839,2020,"4,720",3.09,13 - Cypress-Fairbanks,SHERIDAN ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,No,,Free Standing,
false,17012583,6220 Lone Prairie Way,Katy,Texas,77449,Lakeville Sec 02 Amd,25,Bear Creek South,"$175,000","$185,000","$185,000","2,548","1,327",$139.41,$131.88,$139.41,$139.41,08/05/2021,$569,Annually,2003,3,2,0,5,5,29.865416,-95.722466,2020,"3,936",2.90,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,45237186,19530 Glenway Falls Drive,Houston,Texas,77449,Highland Creek Village,25,Bear Creek South,"$174,300","$185,000","$183,400","7,200","1,350",$137.04,$129.11,$137.04,$135.85,06/25/2021,$450,Annually,1983,3,2,0,3,3,29.875230,-95.709644,,,,13 - Cypress-Fairbanks,DURYEA ELEMENTARY SCHOOL,HOPPER MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,,Free Standing,
false,65177048,20641 Patriot Park Lane,Katy,Texas,77449,Lakeville Sec 05,25,Bear Creek South,"$178,999","$185,000","$185,000","2,982","1,152",$160.59,$155.38,$160.59,$160.59,07/01/2021,$569,Annually,2005,3,2,0,4,4,29.869490,-95.723543,2020,"4,160",2.90,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,70318631,24003 Running Iron Drive,Hockley,Texas,77447,Ranch Country,35,Hockley,"$170,000","$185,000","$185,000","8,295","1,452",$127.41,$117.08,$127.41,$127.41,05/26/2021,$250,Annually,1983,3,2,0,4,4,30.020892,-95.799673,2020,"3,664",2.87,55 - Waller,ROBERTS ROAD ELEMENTARY SCHOOL,WALLER JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,96534553,6850 Haven Creek Lane,Katy,Texas,77449,Highland Creek Village,25,Bear Creek South,"$175,000","$185,000","$185,000","6,510","1,472",$125.68,$118.89,$125.68,$125.68,06/04/2021,$450,Annually,1983,3,2,0,3,3,29.877585,-95.713509,2020,"3,688",2.75,13 - Cypress-Fairbanks,DURYEA ELEMENTARY SCHOOL,HOPPER MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,,Free Standing,
false,21598715,3534 Lindenfield Drive,Katy,Texas,77449,Westfield Sec 04,25,Katy - North,"$179,846","$185,000","$181,500","6,510","1,902",$97.27,$94.56,$97.27,$95.43,05/14/2021,$375,Annually,1985,3,2,0,3,3,29.823771,-95.717385,2020,"3,826",2.46,30 - Katy,RHOADS ELEMENTARY SCHOOL,CARDIFF JUNIOR HIGH SCHOOL,MAYDE CREEK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,96955565,6306 Wellington Meadows Drive,Katy,Texas,77449,Bear Creek Meadows,25,Bear Creek South,"$176,900","$185,000","$183,575","5,040","1,066",$173.55,$165.95,$173.55,$172.21,04/20/2021,$435,Annually,2004,3,2,0,3,3,29.864968,-95.717434,2020,"3,557",2.73,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,72129586,4231 Prairie Meadow Drive,Katy,Texas,77449,Cypress Meadow,25,Bear Creek South,"$179,999","$185,000","$185,000","6,300","1,446",$127.94,$124.48,$127.94,$127.94,03/29/2021,,,1982,3,2,0,10,10,29.833633,-95.711515,2020,"4,321",8.22,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,86514375,20071 S Pecos Valley Trail,Katy,Texas,77449,Sundown Sec 02 U/R R/P,25,Katy - North,"$179,000","$185,000","$185,000","6,240","1,265",$146.25,$141.50,$146.25,$146.25,03/17/2021,$400,Annually,1981,3,2,0,4,4,29.794243,-95.725582,2020,"3,361",2.49,30 - Katy,SUNDOWN ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,Full Ownership,Free Standing,
false,57798407,3639 Sumner Lodge Drive,Katy,Texas,77449,Raintree Village,25,Katy - North,"$180,000","$185,000","$185,000","5,405","1,250",$148.00,$144.00,$148.00,$148.00,02/05/2021,$435,Annually,2015,3,2,0,3,3,29.823704,-95.732183,2020,"4,475",2.77,30 - Katy,FRANZ ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,Full Ownership,Free Standing,
false,72684418,720 16th Street,Hempstead,Texas,77445,Hempstead,26,Hempstead,"$185,000","$185,000","$185,000","12,502","1,467",$126.11,$126.11,$126.11,$126.11,01/25/2021,,,2005,3,2,0,3,3,30.098096,-96.085317,2020,"3,707",2.60,24 - Hempstead,HEMPSTEAD ELEMENTARY SCHOOL,HEMPSTEAD MIDDLE SCHOOL,HEMPSTEAD HIGH SCHOOL,No,,Free Standing,
false,73921485,18118 Poppy Trails Street,Katy,Texas,77449,Autumn Run,25,Bear Creek South,"$185,000","$185,000","$185,000","6,510","1,908",$96.96,$96.96,$96.96,$96.96,01/12/2021,$450,Annually,1978,3,2,1,9,9,29.876309,-95.685633,2020,"4,002",2.71,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,,Free Standing,
false,64820200,19306 Carpet Bagger Drive,Katy,Texas,77449,Bear Creek Plantation,25,Bear Creek South,"$203,000","$185,000","$185,000","6,351","2,426",$76.26,$81.62,$76.26,$76.26,01/20/2021,$460,Annually,1996,4,2,1,121,121,29.866866,-95.704759,2019,"4,891",2.78,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,49435859,3326 Windmoor Place,Katy,Texas,77449,Westfield Sec 01,25,Katy - North,"$185,500","$185,500","$185,500","9,126","2,038",$91.02,$91.02,$91.02,$91.02,02/22/2021,$400,Annually,1986,3,2,0,,0,29.821071,-95.714832,2018,"4,445",2.63,30 - Katy,MCROBERTS ELEMENTARY SCHOOL,CARDIFF JUNIOR HIGH SCHOOL,MAYDE CREEK HIGH SCHOOL,No,,Free Standing,
false,31950726,432 25th,Hempstead,Texas,77445,City of Hempstead,26,Hempstead,"$189,900","$186,000","$186,000",,"1,271",$146.34,$149.41,$146.34,$146.34,05/21/2021,,,2020,3,2,0,16*,59,30.100997,-96.095792,,,,24 - Hempstead,HEMPSTEAD ELEMENTARY SCHOOL,HEMPSTEAD MIDDLE SCHOOL,HEMPSTEAD HIGH SCHOOL,No,,Free Standing,
false,98946467,19614 Beachy Court,Katy,Texas,77449,Plantation Lakes Sec 01,25,Bear Creek South,"$173,000","$186,000","$186,000","5,155","2,003",$92.86,$86.37,$92.86,$92.86,04/08/2021,$425,Annually,2005,3,2,1,3,3,29.856170,-95.714281,2020,"5,336",3.09,13 - Cypress-Fairbanks,EMERY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,No,Full Ownership,Free Standing,
false,43629794,19247 Sandelford Drive,Katy,Texas,77449,Brenwood Trails,25,Bear Creek South,"$171,350","$186,000","$170,935","4,944","1,137",$163.59,$160.66,$163.59,$150.34,05/14/2021,$425,Annually,2010,3,2,1,30,30,29.857415,-95.704595,2020,"3,646",2.79,13 - Cypress-Fairbanks,MCFEE ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,No,,Free Standing,
false,12254407,19343 Aspen Trails Drive,Katy,Texas,77449,Strathmore Sec 01,25,Bear Creek South,"$185,000","$186,000","$186,000","6,300","1,465",$126.96,$126.28,$126.96,$126.96,02/24/2021,$300,Annually,2002,3,2,0,2,2,29.875379,-95.705347,2020,"4,479",2.79,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,Full Ownership,Free Standing,
false,42168882,19734 Oakland Valley Drive,Katy,Texas,77449,Highland Creek Village Sec 01,25,Bear Creek South,"$185,000","$186,000","$183,500","6,200","1,529",$121.65,$120.99,$121.65,$120.01,03/12/2021,$475,Annually,1981,3,2,0,5,5,29.878308,-95.711927,2020,"3,762",2.79,13 - Cypress-Fairbanks,DURYEA ELEMENTARY SCHOOL,HOPPER MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,Full Ownership,Free Standing,
false,84891873,3021 Walnut Springs Drive,Katy,Texas,77449,Sundown Glen,25,Katy - North,"$190,000","$186,500","$182,300","5,400","1,635",$114.07,$116.21,$114.07,$111.50,02/12/2021,$450,Annually,1984,3,2,0,4,4,29.811620,-95.728901,2020,"4,780",3.14,30 - Katy,STEPHENS ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,3187933,6353 Settlers Square Lane,Katy,Texas,77449,Lakeville,25,Bear Creek South,"$187,500","$186,750","$186,750","2,538","1,152",$162.11,$162.76,$162.11,$162.11,09/28/2021,$569,Annually,2004,3,2,0,5,5,29.870268,-95.728548,2020,"3,623",2.90,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,58728310,5303 Devon Green Drive,Katy,Texas,77449,Westfield Village,25,Bear Creek South,"$190,000","$187,000","$187,000","6,900","1,352",$138.31,$140.53,$138.31,$138.31,09/24/2021,$375,Annually,1983,3,2,0,47,47,29.848775,-95.728547,2020,"3,745",2.91,13 - Cypress-Fairbanks,EMERY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,51136243,208 Pine Street,Prairie View,Texas,77446,Alta Vista,26,Waller,"$219,999","$187,000","$187,000","7,580","1,877",$99.63,$101.22,$99.63,$99.63,09/15/2021,$100,Annually,1970,5,2,1,157*,186,30.083428,-95.992696,2020,"1,956",2.86,55 - Waller,H T JONES ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,Full Ownership,Free Standing,
false,50677167,6543 Holly Cove Lane,Katy,Texas,77449,Strathmore Sec 03,25,Bear Creek South,"$182,000","$187,000","$187,000","6,304","1,742",$107.35,$104.48,$107.35,$107.35,01/07/2021,$300,Annually,2006,4,2,0,2,2,29.872865,-95.701127,2020,"4,750",2.79,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,Full Ownership,Free Standing,
false,49502566,6334 Scotchwood Drive,Katy,Texas,77449,Brenwood Park Sec 01,25,Bear Creek South,"$180,000","$187,600","$187,100","4,200","1,634",$114.81,$112.97,$114.81,$114.50,05/24/2021,$250,Annually,2004,2,2,1,4,4,29.862166,-95.699265,2020,"3,740",2.75,13 - Cypress-Fairbanks,MCFEE ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,No,,Free Standing,
false,17345714,18410 Hilltop Climb Drive,Hockley,Texas,77447,Becker Meadows,35,Hockley,"$187,990","$187,990","$186,111",,"1,538",$122.23,$122.23,$122.23,$121.01,02/23/2021,$750,Annually,2020,4,2,0,,0,30.042445,-95.796362,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,58369852,6333 Settlers Square Lane,Katy,Texas,77449,Lakeville Sec 03,25,Bear Creek South,"$180,000","$188,000","$182,500","2,679","1,204",$156.15,$149.50,$156.15,$151.58,11/12/2021,$569,Annually,2004,3,2,0,11,11,29.869599,-95.728792,2020,"3,976",2.90,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,46651922,4311 Apache Meadow Drive,Katy,Texas,77449,Cypress Mdws Sec 01,25,Bear Creek South,"$182,900","$188,000","$188,000","6,600","1,436",$130.92,$127.37,$130.92,$130.92,08/03/2021,$345,Annually,1980,3,2,0,4,4,29.834726,-95.705491,2020,"4,393",2.88,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,85778475,20610 Sycamore Crest Lane,Katy,Texas,77449,Lakeville,25,Bear Creek South,"$182,000","$188,000","$187,000","3,209","1,332",$141.14,$136.64,$141.14,$140.39,06/29/2021,$549,Annually,2011,3,2,0,6,6,29.867306,-95.723092,,,,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,34275167,6327 Lucinda Meadows Drive,Katy,Texas,77449,BEAR CREEK MEADOWS,25,Bear Creek South,"$172,000","$188,000","$188,000","5,150","1,218",$154.35,$141.22,$154.35,$154.35,04/20/2021,$435,Annually,2004,3,2,0,8,8,29.865666,-95.719273,2020,"3,858",2.73,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,96360981,6722 Autumn Flowers Drive,Katy,Texas,77449,Autumn Run Sec 01,25,Bear Creek South,"$184,989","$188,000","$188,000","7,049","2,352",$79.93,$78.65,$79.93,$79.93,02/24/2021,$350,Annually,1979,4,2,1,4,4,29.874313,-95.688141,2020,"4,552",2.66,13 - Cypress-Fairbanks,JOWELL ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,Yes,,Free Standing,
false,30528272,6242 Settlers Lake Circle E,Katy,Texas,77449,Lakeville Sec 4,25,Bear Creek South,"$189,000","$188,500","$188,500","3,617","1,632",$115.50,$115.81,$115.50,$115.50,10/26/2021,$569,Annually,2006,3,2,0,21,21,29.867826,-95.723990,2020,"4,684",2.90,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,98354746,6911 Highwind Bend Lane,Katy,Texas,77449,Highland Crk Ranch Sec 03,25,Bear Creek South,"$195,000","$188,500","$188,500","5,203","1,454",$129.64,$134.11,$129.64,$129.64,02/26/2021,$450,Annually,2004,3,2,1,7,7,29.874496,-95.724120,2020,"4,239",2.79,13 - Cypress-Fairbanks,WALKER ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,5427895,19334 Cypress Canyon Drive,Katy,Texas,77449,Cypress Meadows 01 R P,25,Bear Creek South,"$185,000","$189,000","$189,000","5,625","1,140",$165.79,$162.28,$165.79,$165.79,10/15/2021,$350,Annually,1981,3,2,0,5,5,29.837532,-95.707149,2020,"3,763",2.88,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,34730094,2230 10th Street,Hempstead,Texas,77445,Hempstead,26,Hempstead,"$205,000","$189,000","$189,000","7,810","1,456",$129.81,$133.24,$129.81,$129.81,08/30/2021,,,2005,3,2,0,25,25,30.083921,-96.078821,2020,"3,536",2.47,24 - Hempstead,HEMPSTEAD ELEMENTARY SCHOOL,HEMPSTEAD MIDDLE SCHOOL,HEMPSTEAD HIGH SCHOOL,No,Full Ownership,Free Standing,
false,73227765,19630 Cypress Canyon Drive,Katy,Texas,77449,Cypress Meadows,25,Bear Creek South,"$189,000","$189,000","$188,250","5,850","1,386",$136.36,$136.36,$136.36,$135.82,02/22/2021,$350,Annually,1984,3,2,0,6,6,29.837593,-95.714154,2020,"4,578",2.95,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,45790774,20595 Sycamore crest lane,Katy,Texas,77449,Lakeville,25,Bear Creek South,"$185,000","$189,500","$187,500","2,556","1,596",$118.73,$119.05,$118.73,$117.48,08/24/2021,$569,Annually,2006,4,2,1,24,24,29.866715,-95.722606,,,,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,7170077,3127 Sedgeborough Drive,Katy,Texas,77449,Westfield Sec 03,25,Katy - North,"$189,500","$189,500","$189,500","6,820","1,650",$114.85,$114.85,$114.85,$114.85,01/11/2021,$437,Annually,1984,3,2,0,4,4,29.816606,-95.716843,2019,"4,032",2.53,30 - Katy,MCROBERTS ELEMENTARY SCHOOL,CARDIFF JUNIOR HIGH SCHOOL,MAYDE CREEK HIGH SCHOOL,No,,Free Standing,
false,91573982,1015 Jackson Street,Hempstead,Texas,77445,Hempstead,26,Hempstead,"$189,900","$189,900","$189,900","6,251","1,341",$141.61,$141.61,$141.61,$141.61,05/18/2021,,,2015,3,2,0,1,1,30.083431,-96.079405,2020,"3,049",2.47,24 - Hempstead,HEMPSTEAD ELEMENTARY SCHOOL,HEMPSTEAD MIDDLE SCHOOL,HEMPSTEAD HIGH SCHOOL,No,,Free Standing,
false,69652805,442 25th,Hempstead,Texas,77445,City of Hempstead,26,Hempstead,"$189,900","$189,900","$189,900",,"1,271",$149.41,$149.41,$149.41,$149.41,07/30/2021,,,2020,3,2,0,28*,69,30.100896,-96.095783,,,,24 - Hempstead,HEMPSTEAD ELEMENTARY SCHOOL,HEMPSTEAD MIDDLE SCHOOL,HEMPSTEAD HIGH SCHOOL,No,,Free Standing,
false,40004111,19231 Canaras Court,Katy,Texas,77449,Brenwood Trails,25,Bear Creek South,"$189,900","$189,900","$189,900","4,959","1,348",$140.88,$140.88,$140.88,$140.88,01/29/2021,$500,Annually,2009,3,2,0,14,14,29.858302,-95.704081,2020,"4,220",2.79,13 - Cypress-Fairbanks,MCFEE ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,No,,Free Standing,
false,30034558,20331 S Sabinal Drive,Katy,Texas,77449,Sundown Glen Sec 01,25,Katy - North,"$185,000","$190,000","$190,000","6,250","1,608",$118.16,$115.05,$118.16,$118.16,08/03/2021,$460,Annually,1995,3,2,0,2,2,29.808803,-95.727981,2020,"5,059",3.06,30 - Katy,STEPHENS ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,Full Ownership,Free Standing,
false,91832329,1918 E Navaho Trail,Katy,Texas,77449,Sundown Sec 02 R/P,25,Katy - North,"$175,000","$190,000","$190,000","6,760","1,703",$111.57,$102.76,$111.57,$111.57,07/07/2021,$36,Quarterly,1983,3,2,0,6,6,29.794215,-95.722274,2020,"3,773",2.49,30 - Katy,SUNDOWN ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,95589182,21106 Western Valley Drive,Katy,Texas,77449,Settlers Village,25,Bear Creek South,"$190,000","$190,000","$190,000","6,960","1,312",$144.82,$144.82,$144.82,$144.82,06/21/2021,$318,Annually,1983,3,2,0,3,3,29.874535,-95.733168,2020,"4,093",2.90,13 - Cypress-Fairbanks,WALKER ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
